"","LONG","LAT"
"63",2325974.28777403,185554.881374401
"64",2481210.98758546,-1349113.02043888
"65",2046950.56324152,-911779.925181243
"66",2233829.86419475,-1300264.67133744
"67",2395554.93227579,-216768.204463687
"68",2747474.23955685,511540.596699697
"69",2902654.44276683,272044.995302774
"70",2282654.35268059,-272867.396975862
"71",2616426.60389909,-1247088.28122077
"72",2549356.33223522,137403.950458989
"73",2755964.32674359,-47893.7674743065
"74",2399654.60574361,-354556.034023157
"75",1952401.26006,363440.14560104
"76",2389809.99752762,-1323283.10166762
"77",2298097.35508752,-124411.785478812
"78",2341365.82925985,-1133180.4436603
"79",2351286.0438064,-1339038.61290434
"80",2783328.90071129,-1017229.89927153
"81",1682644.216584,-829212.746223977
"82",2139162.23172965,-108318.998753304
"83",2379861.96708111,-275574.298026671
"84",2649043.13850413,-77641.7195375481
"85",2643269.6217933,557515.366353131
"86",1850293.30822171,478286.116867003
"87",1533469.1876976,-536068.618549626
"88",2115114.32142796,-602726.847934837
"89",2340136.27602697,395523.511095305
"90",2312744.37692477,-699304.636524823
"91",2076193.64596484,-905587.631397117
"92",2380068.33793047,-807384.873981752
"93",2675750.69801964,-785461.155254745
"94",2091684.88103519,202409.416793598
"95",2196815.79161316,-1270787.34067975
"96",2670859.04792539,-563585.529202293
"97",2430517.77469265,-347539.612034978
"98",2067787.40059652,4922.3929909826
"99",2075472.36173864,196650.498935169
"100",2554311.50947033,434676.145957626
"101",1941530.07343047,-330540.709726803
"102",2845270.22986068,290660.21248496
"103",2312213.93142786,-1322483.74214577
"104",1534810.74841861,-641134.883646032
"105",2628021.84948331,363727.72651696
"106",1800375.26292464,620471.630789063
"107",1950383.84668947,-479724.786065066
"108",2073330.82696434,425180.626613668
"109",2293433.59295831,-1278404.85353013
"110",1616694.1951047,-278721.634411601
"111",1808459.5473258,-289349.629364365
"112",2112414.49094924,-1316868.36827929
"113",2713236.43846236,-305616.657192916
"114",1660153.44022798,-832693.96573494
"115",2047801.26227692,511524.054684329
"116",2022263.44118241,381148.985186462
"117",1851342.59280074,-142801.532906937
"118",1453140.72822439,-675646.370069619
"119",2456754.51817864,459709.299434548
"120",2573880.48041601,-1419511.57594081
"121",2798038.76353822,293807.949665083
"122",2142922.55908364,-1133389.04143399
"123",1672177.13828132,-988919.073231707
"124",1839964.76928394,508850.028052978
"125",1913960.17122852,-118040.03104046
"126",2402236.32366212,329790.500711886
"127",2591911.23552487,-1569888.26789752
"128",1510050.70731498,-663198.107892744
"129",2152321.10124571,-566306.378040967
"130",2613443.9703487,-1487626.37221969
"131",2086474.65303386,-1001932.29999722
"132",2153575.55674628,-544118.276147363
"133",2203658.78750411,-355597.568281446
"134",2422597.55029694,-416711.720427718
"135",2426113.01539317,-305247.885881927
"136",1866363.42646097,-153902.708621724
"137",2056857.97186385,-684592.930143293
"138",2487794.3108125,556899.577363795
"139",2290814.65677657,-438439.471612297
"140",2131197.12174952,-543655.396282469
"141",2744303.62735616,-608635.317682116
"142",2158249.53959957,-1409193.83562509
"143",2097407.98697095,-879713.72362592
"144",2300465.52309062,-1049605.8596526
"145",2304415.56162667,-1142470.7593209
"146",2665155.88765172,-571918.384882316
"147",2514385.88441812,45046.8738475193
"148",1645815.07848437,-866071.467809196
"149",2177561.61470175,-1096268.60692256
"150",1651047.97918039,-589033.651394675
"151",2108755.69472614,-1166851.66641821
"152",2595956.2696017,630333.1757666
"153",2612039.08665865,-103416.136236645
"154",2699599.43411018,539336.227009059
"155",2471536.71682157,-574892.848396067
"156",2454288.33054889,-1465343.02042725
"157",2269717.21375939,-1122944.91473085
"158",2671512.77554601,250677.573968372
"159",1939990.66728868,-522052.962122271
"160",2559992.29744964,-1183608.18725794
"161",2049510.51845243,-1081958.20882035
"162",2279680.19393421,-48422.5453246019
"163",1811021.27523342,-28120.2648549776
"164",1987563.36036498,-56303.6144135609
"165",2469222.51837527,-1244752.01437239
"166",1587561.66640046,-590333.495851027
"167",1915850.70562057,-490776.951898772
"168",1973119.61834964,-104814.666143726
"169",2087218.99737917,-767732.315067855
"170",1829937.85697169,-231479.51177759
"171",1820080.90054453,566968.917948777
"172",2606879.40122363,-1533738.312876
"173",2580624.32453086,-1389724.16455434
"174",2123174.94239904,-1204842.4864271
"175",2159722.32631789,-977531.10437086
"176",2577507.84422031,-1275287.87104661
"177",2053303.29113501,411826.231002618
"178",2517701.00047848,-822414.504815225
"179",2464012.98447446,-792572.239769495
"180",2664940.99723118,-382371.463384681
"181",1874561.18437086,-626864.546635696
"182",1475805.41252902,-677574.96255986
"183",2199723.592845,-1191289.72023004
"184",1797341.77929506,-22137.3220630882
"185",2740305.53397026,-1697946.37724301
"186",2418154.52133304,-746536.469778809
"187",2666950.65332776,-360220.779983613
"188",2766588.26590319,37596.6941416703
"189",2435135.17308367,-1311489.78432764
"190",1830263.99760375,-27602.7242423029
"191",2519024.93548152,-542468.51963656
"192",2795257.18567575,402176.749295127
"193",1824775.11105132,-721919.175865283
"194",1562673.09955549,-572339.268781996
"195",1729907.7286775,-488059.901976598
"196",2519324.62038284,-1248825.33391892
"197",1388807.6814425,-648460.690154111
"198",2396662.78780847,-441894.239792273
"199",2684754.00161418,-1679346.64019928
"200",2415723.41653013,116647.567884697
"201",2737597.26132155,481451.542014265
"202",2684804.93160488,-789093.942147622
"203",2825159.69986068,116483.606372141
"204",1605420.46783645,-642500.508613333
"205",2115216.08518084,-58850.1265572358
"206",2059904.59152331,-631959.539195988
"207",2668830.39339007,-182170.442843957
"208",2206836.97707325,-438487.743247061
"209",2244575.33244545,246630.972373777
"210",2015566.30137104,-156926.775723228
"211",2749308.1296576,470777.049636488
"212",2629301.48547752,279770.551250251
"213",1812155.78564803,457494.176388201
"214",1682035.07163716,-747604.197384971
"215",2146109.66694475,-924128.279366881
"216",2373418.72287531,-920765.470649348
"217",1697846.10880872,-318008.084192921
"218",2140602.00746304,-1073157.65509529
"219",2503720.46951081,-1343193.14991112
"220",2878877.68393645,378663.638074616
"221",2627444.37334273,-169538.101078606
"222",1783496.52512706,291174.826025849
"223",2000511.47603173,272269.09336984
"224",2192452.00056053,-615962.824114631
"225",2203492.156942,-516716.538830408
"226",2646618.00823721,551812.22582564
"227",2081150.47874891,-781622.027364559
"228",2177864.28268722,299297.59707416
"229",2485080.99620768,-1571268.9745115
"230",2118523.19000764,-519229.984794857
"231",2245678.72799537,19053.8999597196
"232",1769572.39913455,-509238.063905346
"233",2804151.63849604,68394.8038942435
"234",1758839.75605378,388892.905730893
"235",2669723.84884928,-585714.538566794
"236",2413850.14511636,-779476.149173812
"237",2336359.98394296,286381.282125476
"238",1748535.21525399,-1010860.60431057
"239",1885035.53503942,490790.378079053
"240",2193112.36418363,-611515.228081777
"241",2217509.91286705,508918.293954803
"242",1578341.11143952,-219635.86930334
"243",2269190.08982,-718903.512218151
"244",2338325.85606249,-138831.343837136
"245",2523230.18502519,619557.112903736
"246",2656416.0677889,-648938.155278534
"247",2330206.33277694,-541040.075781407
"248",1964489.91780401,-229322.987176617
"249",2649234.17303755,82858.7958126805
"250",1823935.10844361,65703.0823854907
"251",2814047.91306011,-951762.144475273
"252",1881484.61768251,-793559.196779002
"253",2349733.17947837,-1356791.08273192
"254",2386852.12817792,415732.583072641
"255",2436412.94517327,31211.9374696279
"256",2355942.97998639,-473352.937186467
"257",2176547.69075711,-912215.999564227
"258",2277408.05195383,-723876.977456879
"259",1504466.03154568,-492193.637367383
"260",2392411.55776716,-67229.488300098
"261",2773909.93048937,-1678217.97502407
"262",1794450.17164977,495065.833152638
"263",2418129.78474576,-756090.97569452
"264",2048765.19215783,264307.082655242
"265",1698509.2308433,241396.303840654
"266",2739031.90305415,130418.410431408
"267",2072324.47955138,215206.034488423
"268",2527037.84174965,-343488.873496902
"269",2455376.10486278,-913054.609949736
"270",2662579.69408709,349081.889903928
"271",1999605.2841002,-94061.1330381989
"272",2536155.63803848,-1272400.98992022
"273",2207149.87749759,-763925.62682648
"274",2205287.26945909,-762322.118395404
"275",2384325.09441758,-854920.800798413
"276",2344036.49789447,-863127.027655998
"277",2107596.86861943,-155624.732076014
"278",2521418.10490953,-992813.229265265
"279",2667172.0743178,-1173004.24980626
"280",2237228.47021185,578340.958655858
"281",1706206.25318456,-62298.8557441336
"282",2184258.73359388,-1338331.14834915
"283",2169718.77393554,296006.804803119
"284",2625810.47330363,464722.507317244
"285",1758180.04050884,-199474.965306839
"286",2518499.15539434,-510395.802280085
"287",2779641.03050492,387533.334728905
"288",2111755.58832611,221617.733120049
"289",1835819.96171108,-177098.407901387
"290",1730660.05747973,-124787.482599827
"291",2125269.8548733,-1245343.51609444
"292",2299735.87451401,-835999.866717852
"293",1801942.9410059,-951013.136577031
"294",1690569.59087913,40082.7057903725
"295",2681954.60432155,-621903.777275712
"296",1747884.34185498,-729982.038397728
"297",2209335.79704962,480734.370844479
"298",1906840.99278814,-837721.45597735
"299",2496084.03641183,607920.789804713
"300",2708560.6540438,-556380.335557781
"301",1810520.55263472,311657.67624674
"302",1842108.6093589,466963.724664377
"303",1915548.92628457,458819.589389577
"304",2789869.17715543,22507.1087239183
"305",1525285.83728923,-679731.7457198
"306",2122691.95136968,-172462.783641215
"307",2359285.03752232,-1024163.16086413
"308",2515642.94394614,-307758.908072002
"309",2280500.99895199,-1487763.68488294
"310",2898382.91478337,231107.73346814
"311",2780571.97283044,92220.2865953758
"312",2107605.41538563,-472175.853533434
"313",1894421.33152468,-699409.764643098
"314",2137159.75428074,-976434.505690323
"315",1489532.6901119,-768368.8567255
"316",1899470.3583444,-426708.67198792
"317",2124569.1631322,-169822.605200399
"318",1913570.75281298,-636451.287195781
"319",2849259.86224928,-977347.692198516
"320",2076883.39526795,-589264.385040767
"321",2754383.96783519,234238.178293619
"322",1502529.38360959,-552301.518897889
"323",1755136.70726257,-664392.994683949
"324",1715831.50472147,-109908.551334542
"325",2099696.77690385,-1397917.90284104
"326",2146895.67782126,570239.586961202
"327",2392887.97429661,-1245420.20445386
"328",2476455.70167316,188806.638727468
"329",1519487.87016637,-754096.744353701
"330",2763358.36814749,87066.5078609271
"331",2431226.72660632,77003.8374062795
"332",1747819.50726138,299681.077453538
"333",2525534.47904636,30311.9075243082
"334",1563954.88981341,-613445.808424036
"335",2437015.42734099,-659127.545540736
"336",2301391.05946519,-880880.000780994
"337",2716981.89432601,159535.90186751
"338",2109037.13344473,251207.0192348
"339",2616278.96968379,-950718.357471593
"340",1633117.63476773,-464454.125295215
"341",2302362.1115118,-586458.621751695
"342",2593177.60076926,588739.550187954
"343",1814973.10445673,526874.739166692
"344",1871661.42909853,25485.0434925828
"345",2821969.92772469,-967934.025483062
"346",2589331.19616647,-541068.63992498
"347",2501469.68356793,-1339818.87246219
"348",2232765.71732985,520072.13104825
"349",2728293.68541332,-796516.937458864
"350",2158307.21604636,240730.868074428
"351",1868432.04595621,-771266.93823478
"352",2608044.7202452,-919022.214263545
"353",2377003.5017936,684114.74646882
"354",1994929.95781307,-741679.557624759
"355",2267606.10309635,298574.965645733
"356",2261227.13494035,435285.465790079
"357",2100918.42684645,-25733.3233282522
"358",2690193.92081935,-639252.539811373
"359",2108940.06899075,461014.114096798
"360",2252277.49673681,-836524.71320496
"361",1768728.91974853,442471.633180056
"362",1777012.40220877,-252336.645395075
"363",2551911.43292644,363585.892814838
"364",2250300.47382362,-800852.893027422
"365",1832836.62443734,-399850.714699927
"366",2353848.4582836,482407.668314282
"367",2047648.84132028,202009.913820208
"368",2569395.53556353,-185941.554753457
"369",1303978.58391856,-620568.526940613
"370",2761548.79039176,-782406.0898699
"371",2387670.01454282,361622.412715495
"372",2589250.46085574,-391873.855559991
"373",2350816.15282583,-1303335.40286195
"374",1913263.50811537,544851.077870988
"375",2471822.83643012,-1552971.71172572
"376",2054512.24644377,-988578.653573737
"377",2215431.33413827,-1345139.7154168
"378",1959831.19428384,-628652.009118824
"379",1730990.21209627,-726573.435374335
"380",2065481.25522228,-764669.092118793
"381",2143301.74213163,594348.521696747
"382",1741339.63053117,363701.670222614
"383",2672066.0410091,301788.409051488
"384",2470798.70975195,-1189387.19900637
"385",2220951.49412325,-1099265.72054737
"386",2041754.7598955,-946793.087983661
"387",2001513.75423341,-86014.44627724
"388",2765961.8625803,-1693351.04614434
"389",1723821.22577343,-828050.822533925
"390",2018902.07853163,-530926.29587776
"391",2610948.70329668,-71445.1033845803
"392",1882573.36139415,-685944.203072404
"393",2250840.06897933,23704.2735981418
"394",2687426.74627455,-271454.484510268
"395",1735214.0170091,-40215.814593751
"396",2479147.25022331,-1286691.71853768
"397",2614645.13156565,-1160331.08797193
"398",2623301.6116719,409133.670472895
"399",2610915.01703856,-841850.818899895
"400",2655582.6865402,354881.357179406
"401",2775631.48843533,-53330.6918882218
"402",1824589.22014154,-235942.514815288
"403",2252424.69039283,205674.793697089
"404",2179051.18911313,-823666.371322945
"405",2090942.67087112,316993.646340591
"406",2378612.01423855,170147.185503489
"407",2707058.65862228,-893309.088708557
"408",1727957.47068146,183385.6850806
"409",1572128.86630868,-315051.716927618
"410",2075785.28810283,354331.88885316
"411",2208080.27634116,383950.815384781
"412",1799728.88046886,-254084.15044026
"413",2790242.63084095,138633.236534118
"414",2314454.8300994,579716.777411226
"415",2662871.27571017,-513087.952800933
"416",2561059.00482997,-1424134.89417618
"417",2061537.80415607,-1196610.14626551
"418",1808170.24715543,-285508.48655697
"419",2260899.53958408,-566680.636675789
"420",2532180.28554401,-914074.300294185
"421",1311093.13418546,-632228.17044611
"422",1791396.76955312,-312979.555107799
"423",2588897.01015104,-1031742.73292134
"424",2106973.07225268,324926.437012586
"425",2153636.93129697,-487264.620661002
"426",1987209.85903571,-716919.237988928
"427",2687213.19175691,-60809.6758692468
"428",2047918.79286377,-763853.878152639
"429",1685967.42671813,-971237.764705699
"430",1825870.33219758,457658.61470883
"431",2064464.11808181,-521440.465296893
"432",1941066.86280118,-265123.252999628
"433",1674551.81509791,-1045490.49058634
"434",2581510.29508467,130429.868221555
"435",2373367.58913118,-475742.445299648
"436",1716782.14293332,-266045.286370667
"437",2330880.37674866,-15380.3268561299
"438",2005756.07058498,-565636.985573927
"439",1887981.69588842,-286224.481830516
"440",2507734.80376075,21044.1360174294
"441",2725009.09136628,-66970.3868770428
"442",2504054.09337472,-405913.198637703
"443",2175261.69071058,514900.126497941
"444",2725890.56762977,-460823.938388392
"445",2422216.63806427,-1432876.60183814
"446",2450655.26666908,-787959.671598278
"447",2655215.49272916,-1111171.10736374
"448",1260201.2755016,-684238.489563852
"449",1999829.24217611,336198.013452344
"450",2679152.48250662,-213969.996394333
"451",2500634.43339399,-1227923.45290025
"452",1844871.52851114,-882774.719743073
"453",2092499.95501696,-1405296.90915235
"454",2527307.06739538,-1492078.3366898
"455",2565214.40716299,-304761.817481392
"456",1953489.82135583,367588.759937487
"457",2214877.46871127,-1139138.59646335
"458",2446316.58205596,-100870.918615373
"459",2435265.91668323,-1485642.73085529
"460",2479371.5271085,-1112117.52416988
"461",2042328.35258768,-879580.089525443
"462",2641913.10883367,334770.064256775
"463",2309378.20996048,-35.1602179246405
"464",2467929.82793623,214150.272000805
"465",2425332.71044957,-778156.870757471
"466",1811524.50855975,-239091.677812791
"467",1763027.68739236,-97244.1476813673
"468",2008674.4715976,-199311.313028505
"469",1865925.88541723,-415545.458244879
"470",2589614.83475273,437899.542443992
"471",1666058.37581155,-17099.1854104525
"472",2033871.71652676,-73907.3874972099
"473",2222857.87400563,-73702.7210867118
"474",2348234.61774151,75933.9935323985
"475",1613305.45669485,-507362.334918926
"476",2708953.11704607,-974411.287528241
"477",2598003.91086098,588144.160867712
"478",2708313.98520016,-863294.989058505
"479",1653824.00884104,-251257.650606824
"480",2244187.16207199,-509336.718835751
"481",2238797.71054223,-1089371.09844936
"482",1826169.01757744,-757243.869399786
"483",2616547.15564312,-1601668.85220302
"484",2322205.65171483,94073.7881484187
"485",2589426.96697442,-172004.280851403
"486",2027698.49331634,517679.096973916
"487",2727746.59321905,-651580.419466745
"488",2042325.80420541,-52797.3423237997
"489",1659685.8813247,-554996.499746855
"490",2735400.54702139,289537.085308845
"491",2502859.65351077,-232572.616744863
"492",1954004.17744403,170543.613410317
"493",2235809.49071701,-286355.862609747
"494",2504487.29953278,-617755.666236676
"495",2741011.60195699,88969.5657815993
"496",1429521.03651467,-707897.065829133
"497",1701053.01296852,11939.2468705335
"498",2306515.74198488,-755376.183382406
"499",2831460.76600833,533464.470907599
"500",2682181.45176341,-481259.459073563
"501",2515341.7382158,111061.275855582
"502",1809887.18613238,-451039.65186688
"503",2084988.07216625,184686.811390542
"504",2444392.98019701,-334443.450033254
"505",1565616.75135041,-466230.322899674
"506",1835202.85866555,50285.4725921193
"507",2657030.71742553,-154112.054431264
"508",2429760.46376334,-378080.66925716
"509",1864092.65845651,-102745.524108373
"510",1836743.73584856,562463.927583692
"511",2174153.41553787,-773993.556566317
"512",2189385.59631715,-897774.011071509
"513",2543288.95161181,-602970.322376376
"514",1942538.81484168,-919939.29355263
"515",1837425.3412901,-434115.150045566
"516",2687579.30153274,170665.334219214
"517",1650823.10442321,-786782.466439805
"518",2158297.35345973,-342181.422569723
"519",2465800.66773135,-784979.030310354
"520",1597752.1144819,-867289.577111497
"521",2042507.91626301,-95543.10608574
"522",1683743.45464344,-913547.703783241
"523",1687181.63652253,-724013.540356708
"524",1890281.83451103,232570.296741609
"525",2187464.08680095,407541.349755895
"526",2239755.6780203,-445918.795923722
"527",2511788.73981253,1591.5741793788
"528",1597117.3664727,-273963.521151746
"529",2183173.04283666,-908272.50713971
"530",1942107.1140324,-479050.635882682
"531",1954230.02410927,-489585.459197889
"532",1715745.54671236,-509577.30248438
"533",2335109.29097756,205575.764460829
"534",1885034.56982551,-707616.293824642
"535",1575418.18350256,-514132.779799035
"536",1883542.99678958,619141.240095671
"537",2224384.94574295,-85844.2666806511
"538",1172296.08937961,-784339.930704083
"539",2734543.83997919,254946.734945042
"540",2394065.47794086,596559.322374252
"541",2335703.41632582,365580.730531143
"542",1758934.72398115,-96181.0027305795
"543",2543101.14449931,-1438035.42160867
"544",2138591.28155633,-13580.3366439651
"545",1882298.17418235,616438.203032996
"546",2149399.2866309,-1000324.82277237
"547",1771059.90170404,-571432.454111164
"548",2940070.55936431,283434.289782202
"549",2405122.95378257,-583687.349307518
"550",2526109.82811824,-537717.598231817
"551",1553140.61524151,-550260.42561574
"552",1855410.93133343,-175191.528030008
"553",2379898.85900414,141762.484156717
"554",1884807.66046269,-85148.6664693582
"555",2714407.7328567,139585.445291473
"556",2023172.93751768,145132.238263352
"557",2159244.87261234,451963.001184155
"558",2299958.00717673,-899529.260792759
"559",1608994.37669733,-876103.953087991
"560",2638867.12762952,96240.2237925752
"561",2483937.33906296,-1030679.3201979
"562",2416343.25246566,-806599.397176135
"563",2541262.44380928,-1391970.82718788
"564",2674288.00274447,-969610.488428688
"565",2387346.43609973,-67935.5368274404
"566",2534445.09114563,-1361582.30536014
"567",2313766.84554369,-793358.110460043
"568",2441967.53237598,333572.548110903
"569",2726572.03584107,548838.123373076
"570",2421840.79581951,-1504931.13308661
"571",2793001.62554308,571442.206335515
"572",2554873.58319017,3306.66664094552
"573",1742505.04159742,-807881.611250864
"574",2571140.29462428,-553960.264507762
"575",2421593.48684701,-1285745.99333359
"576",1732379.72850991,-695568.247529848
"577",2485506.73043027,344701.180023933
"578",1892166.17094956,-524477.382030469
"579",1658696.21198797,-950637.004685369
"580",2119481.92061971,-350730.75602546
"581",2502510.63684896,-260074.578773393
"582",2237114.12102358,-520672.226139679
"583",2619640.74862752,275470.738655047
"584",2766799.7469054,-997759.422579402
"585",1705408.83880992,-708137.885578378
"586",1718266.84274254,-738785.061965568
"587",2207891.62785667,-1170549.99081116
"588",2137150.15234788,-1047213.55173163
"589",2445147.20721142,-1525750.65011738
"590",2596447.38817562,-1240199.10364419
"591",1834616.53619519,-918359.451616979
"592",2112153.70496318,-35863.4402428299
"593",1197638.35654729,-739225.453534698
"594",2321318.3594832,-197462.468416153
"595",2813333.93592572,419784.38636691
"596",2666128.68017941,19498.2223161809
"597",2231209.77285237,168331.893092119
"598",2797504.47768655,534444.741662826
"599",2275567.81537293,-259095.918109197
"600",2162322.83473786,-280487.458561181
"601",2382448.35250128,-1188856.49088958
"602",2654314.50090322,-530164.979075441
"603",1820165.4075949,290958.150155959
"604",2279347.00811927,-211296.39013725
"605",1618400.36862046,-173908.661511381
"606",2243700.21856073,587484.521659542
"607",1640161.23114386,-777042.292727082
"608",1754056.08984033,69529.4717836494
"609",2718735.19889781,-383233.250212873
"610",2104125.23561451,-1260924.33648524
"611",1920924.78323461,181098.542708486
"612",2247478.00678904,-904937.697075982
"613",1936482.16411675,-47737.827048295
"614",2320591.03754487,-370973.590966768
"615",2527392.1070497,-679354.693035735
"616",1208045.81249514,-699849.225630286
"617",2064059.13282026,-719646.660790125
"618",2323134.61717182,-910790.709667793
"619",2517427.88469019,-973447.053763405
"620",2085532.71806416,-1173583.59522585
"621",2031031.24262559,-332378.188685834
"622",2816093.87534089,-967129.345059521
"623",1625532.46134673,-814289.834020736
"624",1963993.28324392,356026.568976818
"625",1706402.65559591,-446949.578390292
"626",2140544.51175851,-232166.547295067
"627",2096672.72325094,-212023.162540142
"628",1682811.9788772,-474557.921597928
"629",2103591.73799995,-669488.41568048
"630",2438360.42927759,-1065906.49266081
"631",1711667.05230524,152517.266867945
"632",2362671.46477412,-443727.361831152
"633",2269179.56576688,26967.2152101546
"634",2438545.49973463,-356988.747973246
"635",2157759.17411843,-944032.487863191
"636",1696297.79357942,-844810.715005627
"637",1755688.37742413,-365827.07319005
"638",2477414.08000518,-1543444.10458046
"639",1961401.50484273,-400598.149361868
"640",2334297.60842357,-1430210.61011386
"641",2125126.11874987,-194184.871866136
"642",2568199.6346996,79214.2614745092
"643",1848855.40392387,-589828.793353322
"644",1753773.70975578,214428.480873972
"645",1854873.21639934,330413.517835209
"646",1569162.05983969,-645715.023685543
"647",1825676.75053705,130593.478462462
"648",2231122.28732009,-676118.132500378
"649",1954066.78874041,-67566.3313216599
"650",2342824.96073265,-695899.679816313
"651",2471952.63824533,-619617.921364028
"652",1843499.65036701,-614880.037895996
"653",2148344.14089817,-1039505.3330555
"654",2042341.87227649,-1039143.67355575
"655",2372047.88943822,-718208.57942299
"656",2360130.6782846,-288378.22735448
"657",2708524.19640428,304216.40847537
"658",2351329.03117865,-1026232.31384073
"659",2158982.77206101,-1060063.67040194
"660",2396268.65084832,-629205.22395875
"661",2468468.14199746,-1456300.13130217
"662",2445245.36281315,-822974.912086118
"663",2073390.47191196,-1240187.05617836
"664",1705635.87829044,177164.898558941
"665",2295924.67114097,22091.8411396283
"666",2832758.30887514,175939.03191176
"667",2756403.56977699,-594822.897241037
"668",2421714.14276887,-932775.049243502
"669",2491966.77739099,-1060796.17256369
"670",2047375.7142356,-1054170.61169049
"671",1843129.24670722,-913204.360508617
"672",2657516.06605365,-1311249.06823232
"673",2609915.49934028,-862480.820269468
"674",2250065.35658634,-656492.456507836
"675",1708795.17150675,-504883.560617893
"676",2502615.43012671,-470706.523961818
"677",2041067.95016451,-755208.577858389
"678",2341290.3773133,-1011446.51793413
"679",2098677.33948334,-411259.211069713
"680",1730378.83966836,-720445.210083762
"681",2184106.96029702,-721340.010688361
"682",2672426.60174634,-1183681.62433912
"683",2684875.99260217,-172250.515366731
"684",2314059.9588738,-688946.492483412
"685",1650113.68517364,-658109.52575211
"686",2509429.6202191,-1041153.01591186
"687",2555521.11704112,-611122.991248814
"688",1554293.22289384,-650214.228433821
"689",2475017.47480058,-1147048.21933049
"690",2068371.11862104,-445330.900782552
"691",1462676.19813283,-761768.565528497
"692",1794915.98212266,151523.454878596
"693",2725491.05860785,353904.926802251
"694",1396971.64347743,-636821.232675443
"695",2455281.87747664,-1340085.66846191
"696",2343239.80439698,-117378.785772244
"697",1291509.25325802,-768327.012210193
"698",2532647.64822479,-1434249.07833015
"699",1635026.43584338,-944272.939640988
"700",2744453.69406111,-451081.155475932
"701",2565159.38662338,-91437.3157942297
"702",2324810.64898611,-897810.006050086
"703",2733645.6044728,-193232.190331694
"704",2351391.04251112,160075.656093038
"705",1921912.46733512,-743472.931261118
"706",2153520.86380202,-1062218.17432715
"707",2828360.98636679,132426.357490463
"708",2300117.53440045,535138.935059959
"709",2310828.91307,-530893.761212848
"710",2613525.17759757,289012.194480889
"711",2173429.23650672,-22249.9967632542
"712",1793694.06608727,-55063.4861374517
"713",2255628.64786797,-734918.985205537
"714",1941225.57082732,-320000.582209705
"715",1825129.77130669,159042.707259351
"716",2585765.69433125,-854439.737730941
"717",1847811.18138343,338648.854171205
"718",2235465.14197524,-348393.757265177
"719",2554656.79497583,33689.018180631
"720",2213832.04917171,-1428160.04574187
"721",2659105.63026605,-523631.668471543
"722",2160483.94326433,-1341983.52698633
"723",1723811.81587923,53650.6970220546
"724",1697097.15218856,-677728.938743916
"725",2302949.99204743,-1022153.6042899
"726",1904321.6899435,578730.353643599
"727",2490282.52138524,-186653.796027206
"728",2387221.99965215,22963.6386339473
"729",2048833.73029433,189592.0614027
"730",1573005.74577757,-788017.194922066
"731",2547798.22679987,-1234593.37707924
"732",2633095.6852709,-1128254.61200882
"733",1249774.09019664,-774400.277884156
"734",2159175.07220867,-1256661.11084772
"735",2712013.3404897,466729.484636208
"736",2626836.99398005,-171717.655279196
"737",2815028.84986775,97272.3197847677
