"","area_type","mean_dist_vac","dist_capital","dist_border","settle_nearest","settle_isolation","terrain","latitude","longitude","timestamp"
"26","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054024
"27","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054024
"28","road_obs_battles",0,1349736.24970988,1.51730701693879,31017.2321454113,0,576,-2.6944,27.3465,1524054024
"29","road_obs_battles",0,1454761.64115262,1.13855855184635,8155.82261770948,0,676,-1.4281,28.0726,1524054024
"30","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054024
"31","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054024
"32","road_obs_battles",31473.0511573385,755535.049955219,1.16931902427984,3354.84424528524,1,727,-6.1167,21.8833,1524054024
"33","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054024
"34","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054024
"35","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054024
"36","road_obs_battles",0,1785237.77996159,0.386477979050987,16340.173196833,0,1266,1.5667,30.25,1524054024
"37","road_obs_battles",0,1301158.29457497,2.57862790603423,2534.65970391616,1,556,-6.05,26.9167,1524054024
"38","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054024
"39","road_obs_battles",0,1380813.33277729,1.89546518142584,5289.16522062567,0,607,-7.3,27.4167,1524054024
"40","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054024
"41","road_obs_battles",49464.8482836118,1315156.70924522,2.77936246657341,1655.65325942958,1,526,-0.7333,26.5833,1524054023
"42","road_obs_battles",55494.4040924323,1443636.30213544,2.72309072856373,3682.42156008142,1,535,1.0017,27.1573,1524054023
"43","road_obs_battles",55494.4040924323,1443636.30213544,2.72309072856373,3682.42156008142,1,535,1.0017,27.1573,1524054023
"44","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054023
"45","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054023
"46","road_obs_battles",1344.58989064787,1566711.80364099,0.513267287598246,17511.9988726354,0,1497,-1.1167,29.0333,1524054023
"47","road_obs_battles",0,1716353.89216412,0.703423504813825,9176.92048951593,0,693,3.6167,28.5667,1524054023
"48","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054023
"49","road_obs_battles",55494.4040924323,1443636.30213544,2.72309072856373,3682.42156008142,1,535,1.0017,27.1573,1524054023
"50","road_obs_battles",0,1785237.77996159,0.386477979050987,16340.173196833,0,1266,1.5667,30.25,1524054023
"51","road_obs_battles",1822.74572187169,1541219.73747218,0.0671497427856994,4964.77672316392,1,797,-3.3572,29.15,1524054023
"52","road_obs_battles",0,1629291.86644507,0.31177900739016,3559.73000256593,1,788,-7.0394,29.7645,1525109202
"53","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054023
"54","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054023
"55","road_obs_battles",0,1629291.86644507,0.31177900739016,3559.73000256593,1,788,-7.0394,29.7645,1525109202
"56","road_obs_battles",46632.8285455268,1311438.58052607,2.1235417451,12306.0237040696,0,647,-4.0666,27.1167,1524054023
"57","road_obs_battles",0,1566850.06982961,0.243666032952317,8284.11878006319,0,1233,-11.6596,27.4741,1524054023
"58","road_obs_battles",0,941246.685572816,2.13173591032928,6201.54031040106,0,610,-6.15,23.6,1524054023
"59","road_obs_battles",0,1566850.06982961,0.243666032952317,8284.11878006319,0,1233,-11.6596,27.4741,1524054023
"60","road_obs_battles",0,1566850.06982961,0.243666032952317,8284.11878006319,0,1233,-11.6596,27.4741,1524054023
"61","road_obs_battles",0,1566850.06982961,0.243666032952317,8284.11878006319,0,1233,-11.6596,27.4741,1524054023
"62","road_obs_battles",0,807381.743306566,1.52611139013139,3226.25382102889,1,633,-5.8958,22.4178,1524054023
"63","road_obs_battles",34476.6735418916,1460727.78735156,0.675470301998866,3566.9700061516,1,1278,-10.9861,26.7448,1524054023
"64","road_obs_battles",89328.9663868517,254371.416421747,1.13967709562319,72348.1851550847,0,312,-3.3167,17.3667,1525109202
"65","road_obs_battles",0,807381.743306566,1.52611139013139,3226.25382102889,1,633,-5.8958,22.4178,1524054023
"66","road_obs_battles",0,1627574.75806528,0.0742946594842525,4838.73270318391,1,1394,-12.1975,27.7977,1524054023
"67","road_obs_battles",0,1627574.75806528,0.0742946594842525,4838.73270318391,1,1394,-12.1975,27.7977,1524054023
"68","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054023
"69","road_obs_battles",0,650681.973021262,0.520956830671238,4395.05235623162,1,452,-6.4191,20.7928,1524054023
"70","road_obs_battles",30241.0621854182,370604.913794325,0.0138808373089365,168268.320238992,0,70,-5.75,12.2833,1524054023
"71","road_obs_battles",0,1539548.87900725,0.0870959611443833,8815.23802056842,0,814,-3.3953,29.1378,1524054023
"72","road_obs_battles",25143.7723957732,397365.168048651,2.08489013083464,611.878984232752,1,451,-5.041,18.8162,1525109202
"73","road_obs_battles",89328.9663868517,254371.416421747,1.13967709562319,72348.1851550847,0,312,-3.3167,17.3667,1525109202
"74","road_obs_battles",63248.2526926312,1049457.16745886,1.00944559060201,7569.1204353776,0,359,3.3333,20.8833,1524054023
"75","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054023
"76","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054023
"77","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054023
"78","road_obs_battles",8085.53200062291,1142755.47006886,0.123182745949845,8539.72232312612,0,408,4.279,21.0028,1524054023
"79","road_obs_battles",45716.5499136987,1025621.41837408,0.0230427774004543,233756.977124942,0,360,4.3414,18.5998,1524054023
"80","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054023
"81","road_obs_battles",3059.1166472598,1550466.36474177,0.260260707130059,5901.75013440234,0,2233,-1.5828,28.9861,1524054023
"82","road_obs_battles",0,584883.262324299,0.438253307147863,163470.800539492,0,312,0.0468,18.2711,1524054023
"83","road_obs_battles",4317.5009967841,1538685.20418117,0.456251710238198,6814.10213830805,0,1995,-1.4377,28.8475,1524054023
"84","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054023
"85","road_obs_battles",587.878294354207,1577608.55745814,0.462294466352576,8465.62435704976,0,1650,-1.0265,29.1125,1525109202
"86","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054022
"87","road_obs_battles",35072.0447790047,216670.658438047,0.0166326158045492,2006.67241286478,2,304,-5.85,14.0833,1524054022
"88","road_obs_battles",35072.0447790047,216670.658438047,0.0166326158045492,2006.67241286478,2,304,-5.85,14.0833,1524054022
"89","road_obs_battles",0,1513783.59379834,0.453168805697991,6030.45603478358,0,1300,-4.3011,28.9441,1524054022
"90","road_obs_battles",0,1513783.59379834,0.453168805697991,6030.45603478358,0,1300,-4.3011,28.9441,1524054022
"91","road_obs_battles",0,1513783.59379834,0.453168805697991,6030.45603478358,0,1300,-4.3011,28.9441,1524054022
"92","road_obs_battles",0,1513783.59379834,0.453168805697991,6030.45603478358,0,1300,-4.3011,28.9441,1524054022
"93","road_obs_battles",4308.00333376707,1542455.57786077,0.480158127620892,10800.3425546499,0,1872,-1.3667,28.8667,1524054022
"94","road_obs_battles",0,1609723.62469407,0.128201440413613,7207.75498862066,0,1225,-1.1869,29.4461,1524054022
"95","road_obs_battles",0,1616292.32187228,0.450314272331948,12600.685407309,0,1892,-0.1587,29.2386,1524054022
"96","road_obs_battles",0,1536227.45095029,0.502850438915992,7786.50310302403,0,1618,-1.4,28.8167,1524054022
"97","road_obs_battles",4966.47396876654,1669156.01653366,0.315445729237355,24791.3742237622,0,935,0.4333,29.55,1524054022
"98","road_obs_battles",587.878294354207,1577608.55745814,0.462294466352576,8465.62435704976,0,1650,-1.0265,29.1125,1525109202
"99","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054022
"100","road_obs_battles",0,1548266.75824995,0.322119490144461,3532.95802927833,1,829,-5.937,29.1785,1524054022
"101","road_obs_battles",2079.49981489597,3542.37989122623,0.0358903290259414,66598.9654581962,0,291,-4.3423,15.282,1524054022
"102","road_obs_battles",2486.62124110134,2084.27940506488,0.0150160946091244,70790.7224880573,0,283,-4.3039,15.3037,1525109202
"103","road_obs_battles",1822.74572187169,1541219.73747218,0.0671497427856994,4964.77672316392,1,797,-3.3572,29.15,1524054022
"104","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054022
"105","road_obs_battles",86055.7107819936,1222726.33990903,0.0573480184190367,12690.6542208792,0,426,4.0833,22.45,1524054022
"106","road_obs_battles",0,1785237.77996159,0.386477979050987,16340.173196833,0,1266,1.5667,30.25,1524054022
"107","road_obs_battles",8074.87661917163,1462795.87257858,0.503233911885617,5084.39157745908,0,1236,-2.65,28.3667,1524054022
"108","road_obs_battles",0,1539548.87900725,0.0870959611443833,8815.23802056842,0,814,-3.3953,29.1378,1524054022
"109","road_obs_battles",35844.35646246,786900.010717996,0.569596147169873,3684.83085014033,2,837,-6.75,21.9833,1525109202
"110","road_obs_battles",32507.520731506,1645357.87582549,0.636212119944658,15496.9063004949,0,1988,-7.7,29.7833,1524054021
"111","road_obs_battles",0,1785237.77996159,0.386477979050987,16340.173196833,0,1266,1.5667,30.25,1524054021
"112","road_obs_battles",0,1785237.77996159,0.386477979050987,16340.173196833,0,1266,1.5667,30.25,1524054021
"113","road_obs_battles",4966.47396876654,1669156.01653366,0.315445729237355,24791.3742237622,0,935,0.4333,29.55,1524054021
"114","road_obs_battles",0,1662474.969334,0.41385399334317,13379.1676777618,0,1129,0.4966,29.4654,1524054021
"115","road_obs_battles",0,1662474.969334,0.41385399334317,13379.1676777618,0,1129,0.4966,29.4654,1524054021
"116","road_obs_battles",0,1631735.35982497,0.432251299877474,4977.23890754364,1,1728,0.1416,29.2912,1525109202
"117","road_obs_battles",851.616330324549,1580423.32471033,0.0274477609225179,10256.2200516218,0,1890,-1.5924,29.2627,1524054021
"118","road_obs_battles",0,1515514.00617199,0.0399583759671415,2852.17365771382,2,1607,-2.468,28.8202,1524054021
"119","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054021
"120","road_obs_battles",0,1539548.87900725,0.0870959611443833,8815.23802056842,0,814,-3.3953,29.1378,1524054021
"121","road_obs_battles",6861.01163181046,1531652.04609454,0.0140245929891952,5371.85324869118,0,959,-2.7399,29.0024,1525109202
"122","road_obs_battles",0,1539548.87900725,0.0870959611443833,8815.23802056842,0,814,-3.3953,29.1378,1524054021
"123","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054021
"124","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054021
"125","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054021
"126","road_obs_battles",0,1539548.87900725,0.0870959611443833,8815.23802056842,0,814,-3.3953,29.1378,1524054021
"127","road_obs_battles",0,1662474.969334,0.41385399334317,13379.1676777618,0,1129,0.4966,29.4654,1524054021
"128","road_obs_battles",0,1662474.969334,0.41385399334317,13379.1676777618,0,1129,0.4966,29.4654,1524054021
"129","road_obs_battles",0,1662474.969334,0.41385399334317,13379.1676777618,0,1129,0.4966,29.4654,1524054020
"130","road_obs_battles",0,1662474.969334,0.41385399334317,13379.1676777618,0,1129,0.4966,29.4654,1524054020
"131","road_obs_battles",0,1785237.77996159,0.386477979050987,16340.173196833,0,1266,1.5667,30.25,1524054020
"132","road_obs_battles",0,1631735.35982497,0.432251299877474,4977.23890754364,1,1728,0.1416,29.2912,1525109202
"133","road_obs_battles",0,1662474.969334,0.41385399334317,13379.1676777618,0,1129,0.4966,29.4654,1524054020
"134","road_obs_battles",0,1536227.45095029,0.502850438915992,7786.50310302403,0,1618,-1.4,28.8167,1524054020
"135","road_obs_battles",29731.5935762875,207743.425621917,0.148990411662761,3910.05955296816,3,332,-5.7,14.0333,1524054020
"136","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054020
"137","road_obs_battles",11675.2327599751,113608.703288542,0.391788842544704,12114.004381321,0,637,-5.25,14.8667,1524054020
"138","road_obs_battles",0,1629291.86644507,0.31177900739016,3559.73000256593,1,788,-7.0394,29.7645,1525109202
"139","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054020
"140","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054020
"141","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054020
"142","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054020
"143","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054020
"144","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054020
"145","road_obs_battles",0,1548266.75824995,0.322119490144461,3532.95802927833,1,829,-5.937,29.1785,1524054020
"146","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054020
"147","road_obs_battles",0,1705.80127282591,0.0416750053108625,68468.4620370915,0,279,-4.325,15.3222,1524054020
"148","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054020
"149","road_obs_battles",0,1548266.75824995,0.322119490144461,3532.95802927833,1,829,-5.937,29.1785,1524054020
"150","road_obs_battles",0,1548266.75824995,0.322119490144461,3532.95802927833,1,829,-5.937,29.1785,1524054020
"151","road_obs_battles",0,1548266.75824995,0.322119490144461,3532.95802927833,1,829,-5.937,29.1785,1524054020
"152","road_obs_battles",0,1548266.75824995,0.322119490144461,3532.95802927833,1,829,-5.937,29.1785,1524054020
"153","road_obs_battles",2092.22782116662,1477043.26002485,0.459833039446799,8221.79622197264,0,1129,-2.93,28.53,1524054020
"154","road_obs_battles",8729.42514251902,1481311.74028345,0.389510619407072,4644.90208340646,1,965,-2.8438,28.5588,1524054020
"155","road_obs_battles",11675.2327599751,113608.703288542,0.391788842544704,12114.004381321,0,637,-5.25,14.8667,1524054020
"156","road_obs_battles",97096.2531869131,1290567.3246596,3.41082593837674,28962.0572652949,0,451,1.55,25.3333,1524054020
"157","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"158","road_obs_battles",49464.8482836118,1315156.70924522,2.77936246657341,1655.65325942958,1,526,-0.7333,26.5833,1524054020
"159","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054020
"160","road_obs_battles",97096.2531869131,1290567.3246596,3.41082593837674,28962.0572652949,0,451,1.55,25.3333,1524054020
"161","road_obs_battles",0,1222419.38325484,4.41963371167054,11381.2667460328,0,397,0.5147,25.1896,1524054020
"162","road_obs_battles",0,1378368.86328054,1.4861309668011,5214.75828369244,0,637,-3.5402,27.6939,1524054020
"163","road_obs_battles",0,1577796.04774966,1.68581939360169,5149.58708149604,0,747,2.7666,27.6166,1524054020
"164","road_obs_battles",0,1577796.04774966,1.68581939360169,5149.58708149604,0,747,2.7666,27.6166,1524054020
"165","road_obs_battles",4002.90126038361,1570874.60688643,0.0684517116993581,12449.9149330107,0,1552,-1.6333,29.1833,1524054020
"166","road_obs_battles",0,1548266.75824995,0.322119490144461,3532.95802927833,1,829,-5.937,29.1785,1524054020
"167","road_obs_battles",0,1278339.23906601,2.59085787301392,7015.52035565289,0,573,-1.4667,26.45,1524054020
"168","road_obs_battles",0,1577796.04774966,1.68581939360169,5149.58708149604,0,747,2.7666,27.6166,1524054020
"169","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"170","road_obs_battles",1822.74572187169,1541219.73747218,0.0671497427856994,4964.77672316392,1,797,-3.3572,29.15,1524054020
"171","road_obs_battles",0,1311392.18482672,2.11083640064943,8457.18746972095,0,416,2.8,24.7333,1524054020
"172","road_obs_battles",0,1548266.75824995,0.322119490144461,3532.95802927833,1,829,-5.937,29.1785,1524054020
"173","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"174","road_obs_battles",0,1278339.23906601,2.59085787301392,7015.52035565289,0,573,-1.4667,26.45,1524054020
"175","road_obs_battles",1822.74572187169,1541219.73747218,0.0671497427856994,4964.77672316392,1,797,-3.3572,29.15,1524054020
"176","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"177","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"178","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"179","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"180","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"181","road_obs_battles",38904.0009092257,1489380.93913651,0.547255996664008,7978.99093411824,0,2056,-3.5913,28.6986,1524054020
"182","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"183","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"184","road_obs_battles",35727.0007541767,1164797.59327718,3.91800818447037,3102.87791566182,2,424,0.7833,24.4667,1524054020
"185","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"186","road_obs_battles",547.205166263093,1423747.50190173,1.02142616219146,21608.1768737841,0,640,-3.2833,28.0833,1524054020
"187","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"188","road_obs_battles",0,1566850.06982961,0.243666032952317,8284.11878006319,0,1233,-11.6596,27.4741,1524054020
"189","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"190","road_obs_battles",0,1301158.29457497,2.57862790603423,2534.65970391616,1,556,-6.05,26.9167,1524054020
"191","road_obs_battles",3637.64176133236,1605223.74788889,0.190782986711351,6402.529610313,0,1044,-1.0955,29.3838,1524054020
"192","road_obs_battles",0,941246.685572816,2.13173591032928,6201.54031040106,0,610,-6.15,23.6,1524054020
"193","road_obs_battles",0,941246.685572816,2.13173591032928,6201.54031040106,0,610,-6.15,23.6,1524054020
"194","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"195","road_obs_battles",0,1189115.69737764,2.96163321603093,8111.9492384113,0,466,-2.9437,25.9224,1524054020
"196","road_obs_battles",0,1548266.75824995,0.322119490144461,3532.95802927833,1,829,-5.937,29.1785,1524054020
"197","road_obs_battles",0,1311392.18482672,2.11083640064943,8457.18746972095,0,416,2.8,24.7333,1524054020
"198","road_obs_battles",0,941246.685572816,2.13173591032928,6201.54031040106,0,610,-6.15,23.6,1524054020
"199","road_obs_battles",0,941246.685572816,2.13173591032928,6201.54031040106,0,610,-6.15,23.6,1524054020
"200","road_obs_battles",0,941246.685572816,2.13173591032928,6201.54031040106,0,610,-6.15,23.6,1524054020
"201","road_obs_battles",0,1548266.75824995,0.322119490144461,3532.95802927833,1,829,-5.937,29.1785,1524054020
"202","road_obs_battles",68739.3169039512,1269100.61026712,1.79005093034795,6145.98043437713,0,412,2.95,24.1333,1524054020
"203","road_obs_battles",0,1566850.06982961,0.243666032952317,8284.11878006319,0,1233,-11.6596,27.4741,1524054020
"204","road_obs_battles",0,1566850.06982961,0.243666032952317,8284.11878006319,0,1233,-11.6596,27.4741,1524054020
"205","road_obs_battles",0,1301158.29457497,2.57862790603423,2534.65970391616,1,556,-6.05,26.9167,1524054020
"206","road_obs_battles",90698.917339796,1224022.91203227,1.88890928651737,15242.7597911505,0,381,2.7388,23.7811,1524054020
"207","road_obs_battles",0,1301158.29457497,2.57862790603423,2534.65970391616,1,556,-6.05,26.9167,1524054020
"208","road_obs_battles",90698.917339796,1224022.91203227,1.88890928651737,15242.7597911505,0,381,2.7388,23.7811,1524054020
"209","road_obs_battles",0,1301158.29457497,2.57862790603423,2534.65970391616,1,556,-6.05,26.9167,1524054020
"210","road_obs_battles",90698.917339796,1224022.91203227,1.88890928651737,15242.7597911505,0,381,2.7388,23.7811,1524054020
"211","road_obs_battles",90698.917339796,1224022.91203227,1.88890928651737,15242.7597911505,0,381,2.7388,23.7811,1524054020
"212","road_obs_battles",90698.917339796,1224022.91203227,1.88890928651737,15242.7597911505,0,381,2.7388,23.7811,1524054020
"213","road_obs_battles",0,1311392.18482672,2.11083640064943,8457.18746972095,0,416,2.8,24.7333,1524054020
"214","road_obs_battles",3637.64176133236,1605223.74788889,0.190782986711351,6402.529610313,0,1044,-1.0955,29.3838,1524054020
"215","road_obs_battles",0,1548266.75824995,0.322119490144461,3532.95802927833,1,829,-5.937,29.1785,1524054020
"216","road_obs_battles",0,1301158.29457497,2.57862790603423,2534.65970391616,1,556,-6.05,26.9167,1524054020
"217","road_obs_battles",0,1301158.29457497,2.57862790603423,2534.65970391616,1,556,-6.05,26.9167,1524054020
"218","road_obs_battles",38626.4463965086,994675.601518545,2.0964827002177,26383.0300755344,0,407,2.15,21.5167,1524054020
"219","road_obs_battles",0,1548266.75824995,0.322119490144461,3532.95802927833,1,829,-5.937,29.1785,1524054020
"220","road_obs_battles",32507.520731506,1645357.87582549,0.636212119944658,15496.9063004949,0,1988,-7.7,29.7833,1524054020
"221","road_obs_battles",0,1301158.29457497,2.57862790603423,2534.65970391616,1,556,-6.05,26.9167,1524054020
"222","road_obs_battles",0,1571521.27985237,0.00864643582885434,5650.78698628907,0,965,-8.4716,28.8966,1524054019
"223","road_obs_battles",0,1301158.29457497,2.57862790603423,2534.65970391616,1,556,-6.05,26.9167,1524054019
"224","road_obs_battles",0,1548266.75824995,0.322119490144461,3532.95802927833,1,829,-5.937,29.1785,1524054019
"225","road_obs_battles",0,941246.685572816,2.13173591032928,6201.54031040106,0,610,-6.15,23.6,1524054019
"226","road_obs_battles",0,1301158.29457497,2.57862790603423,2534.65970391616,1,556,-6.05,26.9167,1524054019
"227","road_obs_battles",0,973244.068699507,1.12405767367809,83877.6982086433,0,409,3.25,19.7667,1524054019
"228","road_obs_battles",59387.1736797326,1011147.02078836,1.1280736830094,33957.6412461746,0,400,3.3215,20.2963,1524054019
"229","road_obs_battles",8085.53200062291,1142755.47006886,0.123182745949845,8539.72232312612,0,408,4.279,21.0028,1524054019
"230","road_obs_battles",63248.2526926312,1049457.16745886,1.00944559060201,7569.1204353776,0,359,3.3333,20.8833,1524054019
"231","road_obs_battles",0,1513783.59379834,0.453168805697991,6030.45603478358,0,1300,-4.3011,28.9441,1524054019
"232","road_obs_battles",63248.2526926312,1049457.16745886,1.00944559060201,7569.1204353776,0,359,3.3333,20.8833,1524054019
"233","road_obs_battles",60162.0634905855,1012638.75165244,0.386204433890625,185797.062162145,0,397,4.0333,19.0333,1524054019
"234","road_obs_battles",0,1420014.90545969,1.48515532135144,3800.87380497333,2,710,-5.9585,28.0107,1525109202
"235","road_obs_battles",0,1571521.27985237,0.00864643582885434,5650.78698628907,0,965,-8.4716,28.8966,1524054019
"236","road_obs_battles",63248.2526926312,1049457.16745886,1.00944559060201,7569.1204353776,0,359,3.3333,20.8833,1524054019
"237","road_obs_battles",2217.66621565932,1539907.22596842,0.0929652308223304,9442.53845547377,0,775,-3.5441,29.1513,1524054019
"238","road_obs_battles",63248.2526926312,1049457.16745886,1.00944559060201,7569.1204353776,0,359,3.3333,20.8833,1524054019
